NewDepot -1 5.0,5.0 5
NewVehicle -1 9.586596245046971,0.16999866687968712 1 10
NewVehicle -1 7.067572672888104,7.932875242702534 1 10
NewVehicle -1 0.3735645043189595,3.092657495731456 1 10
NewVehicle -1 0.40713068795099505,7.678838159167332 1 10
NewVehicle -1 5.81966338253811,9.77410586973465 1 10
NewParcel 928155697 8.814844730513684,0.29021354634332086 1.0823977008594243,1.6124825478996163 0 1 928156362/928175031=928438940/928457609
NewParcel 928923308 4.556822198619599,5.8390909128356565 3.377180481112203,9.85876187923155 0 1 928923652/928942963=929130226/929149537
NewParcel 929668025 1.573709519613774,2.3145036469760383 7.682252112696246,9.397033791378334 0 1 929677497/929678552=929920169/929921224
NewParcel 930357901 0.4811603604672643,6.542347390022164 3.8907029200548138,5.404973096672981 0 1 930365195/930370606=930613527/930618938
NewParcel 931056691 9.146331365741466,9.039978735938304 5.5773148063856715,8.207026055660808 0 1 931059858/931073523=931311684/931325349
NewParcel 931835983 7.248589803647793,8.30569940256372 1.4734861130009358,3.9471024227027653 0 1 931843710/931848255=932123221/932127766
NewParcel 932519922 0.30860783971192407,8.351038692474482 8.998429217432896,5.232582425633806 0 1 932522118/932537725=932740733/932756340
NewParcel 933290483 6.974900618444472,7.3273947441055 4.260707410479553,5.226200120678955 0 1 933297215/933303750=933563117/933569652
NewParcel 934075755 5.856874460381186,7.598600475370576 5.444168241904967,1.1623637070129378 0 1 934081976/934089533=934319617/934327174
NewParcel 934788244 0.6934460056790293,0.11097360276022039 8.992341141586866,5.764477892950534 0 1 934797652/934798835=935038886/935040069
NewParcel 935474738 5.146295407881617,8.412415222544702 0.5053579214369375,7.539830015740603 0 1 935479503/935489972=935713424/935723893
NewParcel 936283787 1.0068147815693562,0.1721176036608063 4.763461506194603,3.428601058143217 0 1 936287784/936299789=936506725/936518730
NewParcel 937051411 6.10581716817614,6.552446796496822 1.7911636590881175,9.783566169489305 0 1 937052987/937069834=937307523/937324370
NewParcel 937850151 0.7150655100544312,2.284558993520729 8.37611295264448,0.1570456108848084 0 1 937856370/937863931=938132571/938140132
NewParcel 938641137 3.729685183437028,1.7993146813441685 6.9567397856122115,0.8716688696135944 0 1 938648826/938653447=938906380/938911001
NewParcel 939413353 2.4205244232547485,9.265054810079379 6.292737386598578,7.851515917139197 0 1 939423178/939423527=939683415/939683764
NewParcel 940088834 2.0455216456041345,2.883797878681099 0.8324406134962647,0.6901957480564125 0 1 940097043/940100624=940345257/940348838
NewParcel 940817036 4.1091452674231554,6.297422683671224 8.191169312410715,2.4324263979102234 0 1 940825387/940828684=941092271/941095568
NewParcel 941476179 4.558967189837356,2.455401217873691 6.654593947343842,6.045678290866632 0 1 941483980/941488377=941696355/941700752
NewParcel 942243867 5.708431744938318,7.795638196412923 7.121189593793038,1.0584441465773997 0 1 942246958/942260775=942488382/942502199
NewParcel 942993843 8.174884327194968,7.08998639046905 6.397838317201177,6.341696328647782 0 1 943003733/943003952=943300965/943301184
NewParcel 943820251 1.6219215837653522,1.8059959596768005 1.2626441667714061,7.510095832624744 0 1 943822535/943837966=944074216/944089647
NewParcel 944585321 5.595123883136552,7.33646197177229 5.20902162514628,9.919514764490227 0 1 944589897/944600744=944879197/944890044
NewParcel 945430916 4.240235289121662,6.948332547205503 2.2851228620521136,0.7374349429550098 0 1 945437415/945444416=945720803/945727804
NewParcel 946088916 1.1928525792053168,2.8025389115962973 4.942661875693286,6.062784253020334 0 1 946089169/946108662=946328828/946348321
NewParcel 946769941 3.428684734470605,6.896312401454935 5.309203179677376,1.5717742036666982 0 1 946775184/946784697=946983004/946992517
NewParcel 947604449 5.3634458557091955,7.279547545376558 1.7979724487036008,7.666302328793742 0 1 947608396/947620501=947894862/947906967
NewParcel 948254781 6.991445987685516,7.396776489648076 5.469255365185085,2.6014780413932517 0 1 948264557/948265004=948536238/948536685
NewParcel 949011242 2.351939453395567,8.906316051145243 3.0574469229148935,9.56883923086368 0 1 949016602/949025881=949241338/949250617
NewParcel 949829856 7.112294509738963,0.8281511018364396 6.0778097558482855,6.2118185859772845 0 1 949836988/949842723=950096264/950101999
NewParcel 950563951 6.557047279206019,0.37211340710260776 7.927009485058182,7.550023878670168 0 1 950573576/950574325=950846962/950847711
NewParcel 951286265 7.771902055364973,3.2979231239627014 3.3914866205118264,5.788894394916028 0 1 951286629/951305900=951563557/951582828
NewParcel 952092803 2.3117393721292343,4.158652751966365 7.477725783662405,2.991294693115867 0 1 952096578/952109027=952386118/952398567
NewParcel 952924188 8.141696840316143,9.279174707872926 2.978489759624864,5.087611229025679 0 1 952934171/952934204=953143849/953143882
NewParcel 953734805 2.140382427843642,7.8211593949299685 8.689076239203263,8.200911015997663 0 1 953736723/953752886=954016834/954032997
NewParcel 954584541 6.954285410593734,8.786181287086098 2.6876611087544,0.7637261459234113 0 1 954586160/954602921=954886398/954903159
NewParcel 955322483 8.492444595783322,4.308499377410499 7.593793375218229,7.403028331543621 0 1 955326612/955338353=955587249/955598990
NewParcel 956076440 2.8504383743190855,2.08907226776873 7.219098506248237,3.069952452635408 0 1 956081333/956091546=956381552/956391765
NewParcel 956756713 3.95276015278464,2.3223714923125574 6.524260115649698,8.390835278398532 0 1 956760760/956772665=956972152/956984057
NewParcel 957427043 5.702636941508353,6.967554767443539 9.296335507460253,9.716128721080599 0 1 957435539/957438546=957679155/957682162
NewParcel 958090215 4.928359641249047,1.715562239267554 0.46047210315431353,9.843753271621972 0 1 958090404/958110025=958371155/958390776
NewParcel 958780329 3.9151828794537336,3.5036985387870754 2.4400849591715246,7.893449705761716 0 1 958786807/958793850=959079374/959086417
NewParcel 959448258 3.8118597348750027,8.929261853203215 7.479559940559151,9.308698362169789 0 1 959454225/959462290=959740061/959748126
NewParcel 960171379 2.7008716601937834,1.4137842391846656 0.3435431304576786,9.462759834215923 0 1 960172129/960190628=960477499/960495998
NewParcel 960913155 4.621417674836387,7.469444162958148 8.30687798648147,6.845407345515805 0 1 960916581/960929728=961176996/961190143
NewParcel 961602718 8.334226043358008,4.919214673513627 7.8492580507869025,4.306909046707613 0 1 961607521/961617914=961884295/961894688
NewParcel 962299095 7.117247221669363,8.422308864331146 9.968650838921166,9.335823276536336 0 1 962304779/962313410=962604850/962613481
NewParcel 963049283 3.381294937263105,0.15648714750963522 8.52755989468031,6.847171059669162 0 1 963052908/963065657=963353432/963366181
NewParcel 963743887 4.394696644408343,6.008785238989747 8.546186522028378,0.45754597859299806 0 1 963746972/963760801=964001610/964015439
NewParcel 964418581 7.906011950325405,0.1262295394194124 3.856552742382352,0.7237250214651203 0 1 964423420/964433741=964727607/964737928
NewParcel 965244172 8.953890311592978,3.178099330894825 6.031649596017989,1.321344343064108 0 1 965252243/965256100=965470145/965474002
NewParcel 966092593 1.6531184756669315,2.1812988233410735 9.003670771279346,6.640198250799872 0 1 966098641/966106544=966304869/966312772
NewParcel 966860662 2.2459329155706764,2.2404033136424895 6.285397692003821,6.7727304938305135 0 1 966864413/966876910=967128976/967141473
NewParcel 967677996 2.2076482541769837,3.053940330618572 0.20879492925841125,8.37227236744873 0 1 967681390/967694601=967926750/967939961
NewParcel 968519983 2.6956741694263098,5.5384675702639585 5.094880652188727,2.35759767936099 0 1 968521176/968538789=968805649/968823262
NewParcel 969191260 4.130974980651217,6.4220125921676345 8.7689340388145,1.940351995748606 0 1 969197582/969204937=969429745/969437100
NewParcel 969939666 7.2010391174396915,1.1584346659195222 9.335101753869887,6.951919880740443 0 1 969940085/969959246=970204212/970223373
NewParcel 970705177 4.073421537397878,8.014271875774519 6.624466979144284,2.9462953702960037 0 1 970708741/970721612=970981701/970994572
NewParcel 971402858 1.1089177260773309,8.679636629096915 0.23064183682320105,6.055513359158343 0 1 971402976/971422739=971668405/971688168
NewParcel 972083396 6.863433910049243,3.2547208142101445 8.546948106895258,7.0742084084742665 0 1 972088719/972098072=972304680/972314033
NewParcel 972909319 1.6676190454306883,9.963474274715407 5.7192455145029095,0.7498618564909132 0 1 972910381/972928256=973162101/973179976
NewParcel 973629522 7.573313750607992,2.446018963491227 5.928474201936512,8.755299493095238 0 1 973636198/973642845=973905877/973912524
NewParcel 974429265 9.955887631420943,9.981359388699449 6.916969841585462,7.320003735343547 0 1 974437504/974441025=974648576/974652097
NewParcel 975277338 4.5615180068845715,8.491955514805815 7.172615843877636,2.996799659021143 0 1 975284525/975290150=975528130/975533755
NewParcel 975986608 6.288482154264471,2.6817176133535456 3.6848965554447366,2.540482027128931 0 1 975993306/975999909=976220152/976226755
NewParcel 976748712 8.491517050157873,2.158985873736805 9.68690956855122,5.374941701761533 0 1 976750439/976766984=977011587/977028132
NewParcel 977498173 4.098315969681606,6.896057919496975 4.297405432866999,9.625355972570555 0 1 977504267/977512078=977749790/977757601
NewParcel 978305762 2.327218230099173,9.87682860501051 8.47691222006931,5.192004988073676 0 1 978313272/978318251=978608119/978613098
NewParcel 979095448 7.2951610684590085,7.284099650155883 4.2120106246507625,9.842276215299982 0 1 979104409/979106486=979396195/979398272
NewParcel 979923826 7.304949865070361,9.07812728762448 6.341819808133764,6.797420678654142 0 1 979926159/979941492=980199999/980215332
NewParcel 980655420 6.100914286778555,5.317965703980389 8.940759744574127,4.790621785902744 0 1 980663100/980667739=980943985/980948624
NewParcel 981311814 9.882009318580895,6.077172735500383 0.6716473688276614,4.072940566671241 0 1 981320850/981322777=981534461/981536388
NewParcel 982067078 6.361425702806916,5.305436419462916 6.023195638223784,4.343699695976691 0 1 982072245/982081910=982350498/982360163
NewParcel 982806494 4.661772107165504,1.4876890854348612 1.8459712444980525,3.0818679675164096 0 1 982807659/982825328=983025645/983043314
NewParcel 983560125 7.334890188121344,0.45226706568414543 1.1008797140986115,5.255007961766722 0 1 983564398/983575851=983820796/983832249
NewParcel 984367279 8.29536554145546,8.179682187726396 8.234234453282323,7.882350883291941 0 1 984372132/984382425=984675543/984685836
NewParcel 985022482 2.9567998042916352,3.963565884848551 3.0934785506213847,5.428558853626163 0 1 985023368/985041595=985322423/985340650
NewParcel 985698079 9.359901610531242,6.775349032879513 2.7976147757491177,4.504738410610544 0 1 985699981/985716176=985995463/986011658
NewParcel 986433128 1.5814618874957076,0.1842379765217661 3.476413257517965,8.85326751220548 0 1 986438879/986447376=986741483/986749980
NewParcel 987122777 9.213276485631352,3.684052908252088 6.292454143043548,8.092998827084815 0 1 987131865/987133688=987379619/987381442
NewParcel 987936849 9.200075892128783,0.7784877965065662 4.660070175953656,6.2014007904676625 0 1 987936852/987956845=988161608/988181601
NewParcel 988640890 8.825528671096055,6.676357057582577 2.07525193423985,8.21020077211691 0 1 988649556/988652223=988882357/988885024
NewParcel 989487460 1.135375624422963,0.9483874974206785 2.4705756741415454,6.091090121326398 0 1 989496863/989498056=989727367/989728560
NewParcel 990189991 6.586762582574393,2.997123921448741 7.509220022233154,7.308056553412983 0 1 990195086/990204895=990450641/990460450
NewParcel 990986056 7.212831576164915,0.6915049269945006 7.732131387638335,2.012905058145779 0 1 990988350/991003761=991273685/991289096
NewParcel 991741430 2.091632560605461,5.017675860838534 6.97240053674582,7.360528547797821 0 1 991744398/991758461=991983299/991997362
NewParcel 992440853 5.408418946447177,6.09759731905902 1.950914300170219,9.920492181967305 0 1 992447110/992454595=992692828/992700313
NewParcel 993255938 0.9003906723352173,8.427017289327342 1.4673452268612652,9.661496386649718 0 1 993257092/993274783=993488637/993506328
NewParcel 994075193 8.972944571424678,5.684363450160764 2.100538014204323,1.4852734895055142 0 1 994083684/994086701=994380530/994383547
NewParcel 994725670 5.276496587735301,7.962121715634475 9.832359924858155,2.7864897688329773 0 1 994733823/994737516=995021962/995025655
NewParcel 995510265 2.032938499023591,6.772262829971449 9.509075434783096,8.01520880676641 0 1 995515158/995525371=995802807/995813020
NewParcel 996329247 5.9007897538412575,5.677279002693104 6.554307480328228,3.7184807171461234 0 1 996332908/996345585=996604589/996617266
NewParcel 997149107 8.668108345957318,6.898393357324657 7.847647113452634,0.03762081267835615 0 1 997151959/997166254=997365036/997379331
NewParcel 997926359 9.562224090527602,6.75250574896011 1.182977136698996,7.137739227093574 0 1 997927703/997945014=998155878/998173189
NewParcel 998688453 0.46535427638127347,5.269434221907875 5.220568621268163,7.546082449218053 0 1 998691213/998705692=998984851/998999330
NewParcel 999518494 7.825166176395197,7.8410193135064565 4.347014166179425,7.875753127544608 0 1 999526318/999530669=999809875/999814226
NewParcel 1000284986 7.549348550994154,9.253649655767349 5.357062538812171,5.911366047479301 0 1 1000288211/1000301760=1000590424/1000603973
NewParcel 1001102360 1.6732540190445033,2.955772877184896 5.371412370831794,1.5332074594138656 0 1 1001105240/1001119479=1001318129/1001332368
NewParcel 1001902565 8.089675846789614,0.9119561423289568 2.904532753545157,2.4564557343065028 0 1 1001907565/1001917564=1002195693/1002205692
NewParcel 1002742550 7.129820060519209,1.8950539985666026 6.496569226252338,8.262029258322055 0 1 1002748402/1002756697=1002980218/1002988513
NewParcel 1003566973 1.284537551207987,8.568052114359634 7.823400244925184,8.695622299929047 0 1 1003575595/1003578350=1003824090/1003826845
NewParcel 1004290024 6.854876257251855,6.207144503978354 8.6989043384129,4.711492302313024 0 1 1004293289/1004306758=1004553577/1004567046
NewParcel 1005054771 8.821017721008067,8.41760932130547 3.88350236895295,3.2375601540675056 0 1 1005055532/1005074009=1005352353/1005370830
NewParcel 1005772968 2.7186604149475944,7.694044468355087 4.113038009913953,9.138386816516201 0 1 1005775622/1005790313=1005984176/1005998867
NewParcel 1006542803 9.811911078387997,1.1765272816167915 6.26205422653209,0.3525874880987767 0 1 1006547086/1006558519=1006825965/1006837398
NewParcel 1007286587 4.351747429190573,4.454257381181392 0.055535652596058194,4.68124899385379 0 1 1007294196/1007298977=1007529609/1007534390
NewParcel 1007944920 4.2091150560120045,8.768250298519614 3.2431723391621214,9.20390807865822 0 1 1007951939/1007957900=1008237782/1008243743
NewParcel 1008608402 8.671720439883943,9.464638509178712 9.650212160551057,5.798656366763 0 1 1008617428/1008619375=1008846164/1008848111
NewParcel 1009262487 9.693582687193347,6.050147262750852 7.018961749551119,8.742935701254272 0 1 1009266735/1009278238=1009481431/1009492934
NewParcel 1009965608 5.38640659338927,6.701305189139537 4.054999447282698,2.8715816538585304 0 1 1009973179/1009978036=1010231434/1010236291
